names,01 IT-ET Glut,02 NP-CT-L6b Glut,03 OB-CR Glut,04 DG-IMN Glut,05 OB-IMN GABA,06 CTX-CGE GABA,07 CTX-MGE GABA,08 CNU-MGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,14 HY Glut,15 HY Gnrh1 Glut,16 HY MM Glut,17 MH-LH Glut,18 TH Glut,19 MB Glut,20 MB GABA,21 MB Dopa,22 MB-HB Sero,23 P Glut,24 MY Glut,25 Pineal Glut,26 P GABA,27 MY GABA,28 CB GABA,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
Cplx3,-1.4951015,2.590875,-0.7974112,-4.221833,-2.6927547,4.4594483,-0.4830875,-1.73313,-3.5879416,-3.149296,-1.4319952,0.23707737,-3.5763512,-3.6487575,-25.352133,-7.6868157,-4.1379795,-4.1371393,-3.9357555,1.5309777,-7.829821,-6.840684,-3.4416313,-5.7709303,8.9736395,-3.1131883,-5.1209826,-3.437859,-3.3802927,-3.43053,-2.8918846,-5.2763953,-3.0393498,-2.4803257
Cpne4,1.3813096,-0.09368934,0.29987407,1.1737018,2.9814262,-0.04370403,-1.0004275,0.97274154,-0.009803782,0.8553341,0.52524495,-0.085406795,0.86934316,0.60794485,1.6218702,-4.10968,3.155685,1.4394342,0.45749336,-0.15461364,1.8252513,1.3635317,0.15575777,0.037527792,-4.6148586,-0.525555,-1.485275,-6.9999347,-6.4055686,-4.1752324,-4.5056663,-2.0267866,-4.320678,-3.781627
Cpne6,1.4198308,-1.0220854,-1.0378236,2.7067358,1.4549836,0.030639764,0.19751418,-0.5454468,-0.2420254,-0.31031945,0.7011243,0.023566963,1.2314428,0.3116696,-2.5778182,0.78857666,-2.3430552,-0.5946162,0.28438798,-0.68985933,-0.41798976,0.8531241,-0.0005668843,0.0010747031,-4.0644674,-0.30293483,-0.7566282,-4.549027,-3.863518,-1.9150698,-3.713335,-1.961438,-3.0499547,-2.4199264
Cpne8,1.5329165,-0.46378422,-0.4665093,-3.8204644,1.4711243,-0.69769293,-0.7344114,0.4672472,-0.4481872,1.8210539,0.7636293,-0.27692252,1.1857207,0.034870505,1.6903262,-2.5477421,-0.56229657,-2.7397826,0.19958772,0.29286322,1.0489668,1.1423349,-0.3504896,0.8556648,-4.3680573,-0.37909523,-1.4528501,-3.9300227,-6.7948728,-2.368527,-1.2599462,3.3175275,0.49738753,-2.7848098
Crh,-0.73684686,-1.7891945,0.14227831,-4.3880854,-1.1278344,5.2734394,1.779809,0.11946454,-0.84200656,-2.5677578,0.8498882,-2.1018798,-0.77928954,0.57421947,-25.072252,-4.4672117,-4.8071213,-2.020168,-1.18475,-4.776678,-2.6916606,-1.2313886,0.9560682,0.43029028,-1.7450238,-1.134398,-1.7963741,-8.089978,-7.1133447,-3.4966946,-3.5106516,-5.5225935,-3.2624462,-2.5572147
Cspg4,-4.7592955,-4.7495,0.12991239,-6.028528,-5.9214745,-6.592137,-6.4488406,-5.8293285,-6.011636,-5.3258843,-5.4268117,-5.508361,-5.2176127,-5.5389194,-26.163748,-6.350598,-6.3005233,-5.3246274,-5.768135,-5.7913814,-6.1305823,-4.990006,-4.9985538,-5.3391304,-26.163864,-5.237708,-4.582312,-4.27119,-6.0872054,-1.5899144,4.388105,-1.7836684,3.2469268,-3.2456815
Cux2,1.4896463,-3.8764002,-0.28609288,-4.59971,-2.1807914,-0.7364734,0.8972468,-0.296605,-0.37809163,-1.1898125,-0.63998306,-0.39810887,-0.5800011,-0.27110514,-1.6540304,1.4568626,-1.1050681,0.85636544,0.12288793,0.20387663,0.29182336,0.87705505,0.36471102,0.5533503,-3.3607473,0.62595654,0.43299398,0.91929704,-0.45112732,-1.5807008,0.012411333,-1.7582443,-3.6013794,-1.7625159
Cwh43,1.0867432,2.8408785,-0.98710674,-4.210181,-1.9693135,-3.5526154,-2.446716,-1.8734374,-1.5510987,-4.950142,-4.11102,-2.713069,-2.9557874,-1.8935058,-5.4404984,-5.6051536,-3.4364254,2.1024704,-2.717829,-3.1466022,-2.1419294,2.0709639,-2.906815,-2.895532,-1.7665571,-3.6678293,-2.319416,-6.1025643,-5.4945793,-4.294432,-1.9385363,-5.485231,-4.182586,-3.9161386
Cyp1b1,-2.7331405,-4.221322,-0.54626864,-1.9197162,0.91994864,1.8009576,-4.019968,-4.539268,-3.790865,-1.215846,-4.0233836,-3.4804976,-2.3514304,-2.2585778,-22.11628,-5.956226,-5.9749126,-3.0563343,-1.9202493,-2.8599944,-2.6088078,-3.0515435,-0.20910358,-2.7291403,-1.6169895,-2.6811357,-1.5698181,-3.4984865,-4.82077,0.18694352,-3.7263057,7.598181,5.4276447,-2.3728871
Dcn,1.9981095,-2.7311637,-2.1852052,-0.730942,-4.6331635,-3.731839,-2.6489465,-4.0511703,-3.735399,-4.5405087,-2.8352358,-5.141648,-2.1881895,-5.0895333,-24.516108,-7.909373,-3.6361625,-5.7835727,-3.2868347,-0.15370926,-5.566767,-3.528472,-2.6741557,-1.5174497,-24.516222,-3.070524,-0.94437206,-6.2479177,-4.4421444,-2.2650137,-3.323201,-4.3406053,3.6536496,-1.1305349
Deptor,0.7301842,0.59477836,1.7781719,-3.3262377,-0.649084,0.25052086,-0.90308666,-0.85130453,-0.2067224,-1.3354181,-1.012002,-0.00374051,0.20957978,0.65230477,-0.9111195,-2.1275477,-2.3061156,1.848341,-0.012071859,-0.33860174,-0.13243571,-0.5468905,0.90641993,0.13993374,-1.4066428,-0.27960745,0.5352997,-1.8501947,-0.6468765,-0.6268138,-1.2052159,-3.5285578,-1.5155002,-0.13941425
Dkk3,2.7081974,2.4341652,0.023270248,-2.738504,-5.228992,-1.3660504,-2.58167,-2.1379974,-5.936745,-4.8203945,-2.7014587,-2.0375886,-1.7567079,-0.837369,-6.5943666,-1.564239,-5.831993,-3.917675,-0.8549839,-2.557353,0.027082084,-0.22795208,-1.2859306,-1.3084471,-4.1636457,-2.4940064,-1.447565,-6.7022524,-7.5078306,0.05433473,-5.0086303,-2.680561,-3.18969,-3.6832736
Dner,-0.48911127,-1.5893983,0.5634747,-2.9601042,-0.88793546,2.1961741,1.3748599,1.5502673,-0.79590917,1.7382743,1.381878,1.4811355,1.4015207,1.588329,2.0587106,1.944074,1.2486936,1.1080018,1.2020826,1.1737859,1.2482404,0.7402496,1.4297744,1.2164577,-2.493222,1.786009,1.7967789,1.5908208,-2.480582,0.08181589,-0.88031125,-4.47063,-4.0338383,-3.4351554
Dpy19l1,0.34338406,0.36109313,-0.7410693,-2.5544832,-1.4657245,-2.3012772,-2.5765243,-0.7827491,-1.4487869,-1.0442066,-0.70740795,-0.9513742,-0.57883406,-1.1541353,-2.3310702,-3.6368957,-2.7326236,-1.5451506,-0.8441561,-0.8359726,-1.9081606,-1.4304305,-1.5007842,-1.6669885,-2.9239907,-1.0993758,-0.7982661,-0.847957,-3.2615283,-2.3692374,2.977312,-2.2809987,-1.5746725,-0.80934244
Dpyd,-0.7366973,-1.3796958,-1.6848971,1.5807643,-3.3845208,-3.494945,-3.9740212,-0.22667272,0.0794132,-0.8029819,1.9065614,0.22973365,1.6731426,1.427017,0.55173284,-3.1353474,-0.6992935,-2.6253004,0.14275311,-1.1439798,0.8871081,1.6582798,1.0838546,0.42353156,-4.227101,-1.0981688,-0.29775602,-4.466711,-4.646422,0.6162784,2.3546834,1.1474524,-2.7360547,-3.4889188
Ebf3,-7.571978,-7.4091873,5.20053,-5.925515,-6.2904034,-5.360992,-7.41367,-5.3308663,-7.940036,-5.158315,-4.7755494,-2.9581041,0.54912746,3.0583644,6.348808,-3.0608983,0.51943505,-4.972294,4.3587213,0.92540145,4.9642935,-1.5898522,3.7863114,4.6494455,-2.136189,3.3844116,4.360448,-3.389433,-3.1068885,-3.1826694,-2.256012,-6.327824,-1.5683274,2.3718724
Emcn,-2.9046116,-4.0521784,-3.6095493,-0.5928326,-3.6026502,-4.8436766,-4.509669,-4.21734,-2.095334,-2.4553275,-3.6675203,-3.5703595,-2.58629,-3.7471848,-25.406416,-4.192637,-5.3412075,-5.042981,-3.2960742,-3.9436252,-2.937995,-3.0079315,-2.8957133,-2.9741366,-4.462739,-3.4818742,-2.8767133,-3.5136776,-2.654968,-2.7680557,-3.9593282,-3.0881426,8.4471035,-2.990424
Epha4,2.5266829,-0.48858583,-3.4710531,2.3538847,-0.9172917,-1.5064487,-2.5535421,-0.6104983,0.38790584,0.91974294,-0.70313627,-0.5962917,-0.840089,-0.8262868,-5.9630585,-0.0023581067,-3.416691,1.637569,-0.48930883,-0.36450303,-1.0342033,-2.6440864,-0.7116001,-0.9433171,-3.1518164,0.16923189,-0.80856764,-4.6296377,-5.521656,-1.7290505,-2.1735535,-5.4659057,-0.9957232,-4.1928816
Eya4,-3.4800212,-0.77807814,0.92706376,-3.3139794,-0.25267458,-1.8766539,3.807037,-1.2943529,-1.7409794,-0.8703465,-0.8532857,-1.1562438,-1.6235896,-1.6839283,-25.930445,1.2109437,-4.750001,-6.2136197,-3.122908,-3.1709247,-4.0943027,-4.387691,-1.7279282,-0.60267967,0.7236523,-1.8053713,0.08456793,-3.2720656,-1.9999591,2.5213559,-0.35450497,-5.626217,-3.2624168,2.8753061
Fezf2,0.78331715,3.943798,-2.8178947,-3.3813584,-5.0618677,-3.6127422,-3.5370364,-5.9822054,-7.1852922,-3.4302762,-5.9903073,-5.128911,-1.5328575,-1.5896996,-26.445427,-5.89494,-26.449375,-11.0770445,-11.432817,-11.722043,-11.232588,-26.446274,-10.562881,-11.28982,-5.3118167,-9.622225,-9.967045,-9.819381,-8.888581,0.32253003,-5.3645654,-5.6317925,-4.2598643,-3.5498066
Fgd5,-4.161351,-4.607121,-3.5402741,-4.8484206,-2.4803765,-0.24499255,-0.7845754,-0.028319392,-2.406362,3.3080072,0.6608295,0.83502716,-0.5032192,1.3176043,-0.07669733,-1.6039398,0.4001766,-2.9319773,-0.31232297,0.3741054,1.8216677,4.9930773,0.58358914,0.9432688,-25.641428,1.0525297,0.68129957,-4.614081,-1.1435869,-3.3326657,-3.9093993,-3.9912002,5.9606853,-3.3936527
Fhod3,1.9138397,-0.0055856286,0.017020738,-4.827351,-0.48706922,-1.3764552,-0.3883878,0.42584935,-2.6601448,0.7282435,-0.061333317,0.4316668,-0.024410177,0.6519688,-1.4709977,0.5183138,0.28026998,0.88812864,0.97757983,0.74574095,0.15640551,0.84480333,0.7262347,1.0846183,2.4630046,0.43954468,0.39242202,-0.47671428,-0.5794318,-2.4975393,-3.025769,-1.3656385,-4.895062,-4.732019
Fibcd1,0.9240838,-3.9094317,-0.16798812,2.1709187,-0.06083255,-0.3405536,1.372551,0.328562,0.122465566,2.024036,-0.5578718,-0.10879733,-0.3845289,0.003221047,-3.4881158,-0.45221993,3.0823843,-0.6625844,1.0248221,2.1763878,-1.6531985,-0.1639077,0.35981968,0.44617465,-1.7876977,-1.0108792,-1.4809177,-7.7092977,-4.6951523,-2.528218,-2.844901,-1.5036545,-2.7992842,-2.1900845
Fign,-2.2301786,-3.3510125,-4.003135,-4.91074,-5.205251,-4.0421805,-3.3634715,-2.4340858,-1.251175,-1.4117492,1.4051808,0.57002914,0.05283247,-0.026564203,-4.9341493,0.62638724,-0.070378445,2.228064,0.8005584,-0.07342097,-3.1994371,-0.7804486,0.09943197,0.94512117,-2.3168252,1.068173,0.44068158,-1.9306834,-5.1728783,-2.470609,3.7357197,2.0708995,-2.2645144,-4.972106
Fmod,-0.89053917,-0.92340535,-2.5122197,-4.1041937,-4.2859898,-4.894724,-4.6158113,-4.226617,-0.4973128,-2.4251328,-2.7004569,-3.4355173,0.18978176,-3.5678394,-22.365938,-6.86524,-5.3086867,-5.4515843,-1.1170491,-4.1014667,-3.575938,-3.5927901,-2.4265337,-2.7938242,-22.366049,-4.9097667,-1.2530663,-5.823713,-3.9101748,0.14198083,-3.334282,0.20244826,5.546587,-1.3168927
Fn1,-2.065954,-3.0002136,-2.891089,-4.56766,-0.039593928,-4.577019,-4.2590556,-1.6422448,-4.40717,-3.5974822,-4.747477,-2.7416131,-3.2465262,-3.5736656,-3.4056623,-4.674989,-5.7616897,-4.62108,-2.7202575,-3.326406,-4.2563195,-3.3650537,-2.6629875,-1.3997204,-3.0735002,-2.2523565,-3.4307141,-5.3650384,-4.269669,-1.8362992,-2.1856496,-1.309437,7.774084,-2.0202217
Fos,0.6177804,-0.033452485,0.7316445,-3.5923471,0.14055729,-0.0694541,-0.39976913,-0.7046441,-1.1234165,-0.34473467,-0.9451614,-0.23607872,-0.77361196,-0.59080833,0.9452358,-1.2563707,-1.89804,-0.008810129,-0.7892235,-0.5643667,-1.4167551,-0.46814063,-0.19045566,-0.97485435,3.8264143,-1.26018,-1.2754116,-0.67003804,-0.5483922,-1.3374027,-2.6020732,1.367347,1.919779,3.9276016
Foxp2,-3.8877404,3.527764,-1.9886937,-4.9149203,-1.1932101,-4.5967636,-4.106998,-2.785897,3.8438632,0.07381111,0.7202731,-0.43152758,-0.24546044,0.79883903,-3.501268,-5.407088,1.75426,3.284455,2.1064324,1.7888215,3.2950907,-2.139098,-0.34358194,-1.8854277,-2.0270038,0.51535404,-0.15707563,-5.62831,-5.252484,-2.2722101,-1.7998205,1.7551981,-1.5416908,-3.609161
Gad1,-3.833711,-3.4320068,-2.1718042,0.097195596,3.821952,4.089484,3.5182436,3.484015,2.21595,3.304452,2.585892,2.765524,-2.2632554,-1.9041282,2.296829,-4.3453693,-5.235972,-4.4455214,-3.5658216,3.2807364,-4.4880195,-0.9026323,-3.9360666,-3.7200284,-3.3289068,2.805265,3.1228466,3.7935798,-2.8566852,-2.7802994,-2.1604884,-1.3333019,-2.7573946,-2.1044376
Gad2,-4.23527,-3.9202752,-2.1742442,-3.7227805,2.10543,4.035713,3.7249916,3.672335,3.1326437,3.8493664,4.028053,3.8125143,-0.6717794,-0.81500006,1.7290269,-3.91345,-2.6498384,-3.928982,-2.4997303,4.198315,0.39988536,-0.42709514,-0.26857728,-1.7599655,-2.8202877,3.972093,3.8314357,2.6277254,-4.003397,-2.9489465,-2.816417,-3.1056578,-3.1490917,-2.5507252
Gadd45a,-0.4973997,3.4178312,-3.305592,-1.9684407,-2.1946328,-2.0566423,-0.8038542,-1.20466,-1.5703932,-1.5910803,-1.4732561,-0.29602057,-1.195088,-0.17851749,-1.0876045,-0.42261755,-2.6894212,-0.70070344,-0.7870804,-1.0546907,-0.26660442,0.31093895,-0.82349265,-0.2822808,-0.18330616,-1.162227,-0.5102679,0.821866,-1.9564883,-2.3824375,-0.14717998,0.6233572,-0.076758154,-2.2956958
Galnt14,1.2810642,-0.16081266,-0.57748747,0.70947284,-2.785767,1.9510199,0.65186465,1.6447576,-0.23484127,-4.217189,-0.422169,0.21415502,0.06965731,0.07210935,-4.912816,-2.2074995,0.55817544,1.1596155,1.1133329,0.5957434,-1.1297073,-2.4422495,-0.2349898,0.8651278,-3.4598486,0.3788335,0.5628321,-1.3794247,-3.0936403,-4.510611,-3.984629,-6.5349727,-4.30751,-4.3404016
Garnl3,0.49105427,3.097586,-0.06381032,-3.0823135,-4.058137,0.34843066,0.7585032,0.5860734,-1.2402613,0.27217758,0.22284532,0.36404294,0.03449576,0.47206044,-1.6841667,-0.760959,-0.7047239,-0.47539392,0.7324717,0.73096687,0.48220178,1.6648334,0.6817303,0.69515264,2.3638537,0.048774693,0.54746544,-2.925506,-0.1967621,-2.7152674,-2.6897914,-4.4226437,-3.174471,0.06743147
Gfap,-5.012499,-5.1964774,-1.5897472,-2.6684797,-2.6962998,-4.7831006,-4.7235756,-4.781237,-4.645476,-2.4160316,-3.8920019,-4.723946,-3.658995,-4.2395577,-4.1064634,-3.9342601,-5.5963445,-5.908781,-3.8506336,-3.9046543,-3.9871829,-4.6695514,-3.7792382,-3.9651124,-25.535906,-4.7510405,-4.0953407,-5.0034924,-2.4197392,6.10347,-0.524519,1.4293438,-0.63060474,-0.27656966
Gfra2,2.0960076,1.0187937,-2.0286527,0.22766219,-0.42617586,-3.535855,-0.89102876,-1.3352449,-2.1563497,1.3466907,0.096045844,0.7950715,-0.9984362,0.035677265,-7.1334195,-4.5472474,-1.8056514,-2.4184217,0.28913364,0.7105053,-0.78703976,-1.4050623,-0.15472147,-0.40282258,-4.1077957,0.4565533,-0.23237161,-1.1332918,-6.2852592,-4.321544,-3.1758025,-4.7420263,-1.0549072,-3.7052975
Gjb2,-7.372381,-7.051707,-7.325555,-7.331679,-5.6183124,-6.989397,-6.839483,-6.139273,-5.806752,-6.223253,-6.842856,-6.3729773,-6.0186415,-6.843952,-23.862991,-7.846969,-4.844085,-5.30629,-5.9686494,-6.179103,-7.303561,-6.0941253,-6.5200257,-6.7342663,-23.863104,-6.4149904,-6.3794727,-7.581936,-5.6835895,5.0694723,-1.5023423,5.781626,2.9055138,-2.4646883
Gjc3,-8.052482,-7.0611496,-5.9774256,-7.2585697,-6.741416,-7.6308985,-6.635928,-6.065423,-6.4240155,-6.034459,-6.15322,-5.624077,-6.1707034,-5.44674,-5.285189,-5.9323735,-5.5971622,-5.1968055,-5.3438063,-5.1965203,-5.149807,-4.870167,-4.690138,-4.593023,-4.3638997,-4.449843,-4.576209,-7.1468406,-5.225694,-1.7642479,9.1695595,0.8867469,-3.618583,-3.6571143
Gli3,-5.542938,-6.013908,-5.2198977,-4.2971544,-2.8218515,-5.116215,-5.9748707,-5.4663377,0.63689345,-4.358779,-3.8633957,-4.590068,-3.2304842,-4.810663,-3.938893,-6.773408,-7.028433,-2.4015453,-0.12767573,-0.92377156,-6.296202,-5.3574767,-4.399885,-3.0447502,-4.7409415,-2.5427265,-4.419111,-6.540872,-6.230484,7.308771,-4.245161,-1.8915128,-0.732775,-3.5495794
Gm19410,2.3616066,1.4178109,-2.5711315,-4.0164723,-4.59654,-3.575693,-0.6581619,-4.5774875,1.2146485,-1.7394552,0.18159893,-3.2168016,-1.489194,-2.677602,-5.1750526,1.4903368,-4.9421163,-3.3108852,-4.0135036,0.35213843,-4.987385,-3.5640502,-2.4271865,-4.5884037,-2.7620022,-0.2936339,-4.5534205,-6.662679,-4.95511,-4.469558,-5.026736,-25.822968,-4.2408624,-3.674003
Gm2115,-0.045892682,-1.4757705,-2.427826,-0.5185087,-4.5642962,-0.26985484,-1.4270855,-1.8915108,-2.0965595,0.47366905,-2.2671363,-0.035626657,-2.9757214,-2.016078,-5.8724384,-1.2409518,0.026549153,-4.0312886,-2.167434,-0.90122837,-1.6228392,-2.9572668,0.9489478,0.31095275,-5.664645,-1.0719978,0.14830941,-4.63948,-4.5672283,3.0168386,0.3216528,-1.0447146,-2.542316,-2.243815
Gng12,-1.9174899,1.8304632,-1.9616772,-1.5144628,-4.4678755,-2.3234642,-1.6020676,-2.3385928,-2.2860074,-2.4857285,-2.7217522,-2.1072636,-2.3852575,-2.0380147,-2.7051418,-1.7725226,-4.82753,-1.4698727,-2.5473292,-2.2442455,-2.1653934,-0.6777919,-2.5552902,-1.8795162,-0.4272471,-2.4217496,-1.3798747,-0.35436505,-3.4359276,1.6400375,2.8125997,-0.20794915,0.32422745,0.42770153
Gpr17,-6.022912,-5.7242756,-3.8176537,-5.6773076,-4.976334,-5.957219,-4.8302226,-4.738917,-5.0352163,-4.3516808,-4.69069,-4.5335,-4.9469223,-4.688822,-26.336447,-5.2284923,-5.4241457,-4.0509944,-5.0576878,-5.0105968,-4.4240155,-3.9710119,-4.9126987,-4.7855268,-26.336563,-4.6429076,-5.0980005,-7.792477,-5.601404,-2.5609243,7.488488,-2.4773588,-2.612479,-2.278485
Grik3,-0.5780475,2.979107,-3.9234755,-0.33851534,0.9607137,-2.2264633,1.2523824,1.3795533,0.47387883,1.3666084,1.295835,1.1565195,-0.98824143,-0.56101006,-3.8058033,-0.11253145,-1.1132779,-0.5800312,0.25908133,-0.47138262,1.5081936,-1.0410769,0.5409155,-0.9286909,0.37816963,0.047042392,1.4797106,2.7833822,-4.494988,-3.9235568,-1.2807498,2.8036888,-4.613389,-4.0007715
Gsg1l,1.3425947,1.3001941,-1.9823719,-0.14871663,-2.248693,-1.3066419,-1.7569681,-0.44641718,1.6958679,-0.6118149,-0.031987075,-0.55190146,0.19998847,-0.051729564,2.3849747,1.2828093,-2.7649732,-0.4421712,0.07432438,-0.17950796,0.8061492,0.040613502,0.9036994,0.7846471,-2.5759923,-0.1250709,1.1474153,-4.5572357,-0.43180355,-2.312189,-2.4053771,0.34611782,-4.1968217,-3.8707886
Gucy1a1,1.200317,-2.0128782,-0.053654913,-1.6498195,0.24885517,-1.1692228,0.08559414,0.7193252,2.2136152,-0.28872544,-0.0932963,0.30862433,0.7790578,-0.040626924,-1.4683988,-0.026855843,2.1389856,-2.0974422,-0.04121291,0.59164876,-1.323414,1.2654128,0.4392487,-0.27960688,1.4854339,0.8455825,0.9905308,-3.1939569,-3.2226868,-0.73296225,-1.7994093,0.25429866,0.9458501,-3.7367115
Hapln1,-4.174802,-2.2771463,0.13771573,-2.9101698,-2.8593044,3.502099,1.7819649,0.64311916,-2.973609,-3.105645,-2.1380348,-1.5293732,-2.3322897,-2.5550442,-6.027279,-3.5309641,-4.0159454,-3.6905499,-1.1212872,-0.55575097,-0.55324274,-2.6189861,-1.005803,-0.9936201,-4.519636,-1.7432263,-1.9018031,-2.2702467,-2.3395927,3.7644923,-1.5901364,0.8925572,-1.6066139,-1.4869652
Hat1,-0.63358575,-0.492965,0.6940609,-0.54757136,0.50779027,-0.21996395,-0.15670472,-0.24079114,-0.20603181,-0.10460575,0.04462178,0.14195804,-0.039880116,-0.0055086343,0.38588998,0.16773719,-0.5955379,-0.43099153,0.10971668,0.019596478,-0.15495406,-0.012989508,0.36414835,0.29908714,1.4149133,0.19031572,0.44554245,0.22764982,0.4363997,0.297735,0.68030787,0.13454275,-0.17810729,0.73630285
Hpcal1,0.29401454,-1.1139032,-0.6666356,-0.36242157,-4.67855,-0.73549134,-2.8144429,-0.18786702,-0.9187708,0.20313743,1.5280293,1.4914887,1.684676,1.8137567,1.754597,0.68210524,0.28182292,-3.1323962,1.105592,0.30415595,1.7408895,1.9790131,1.9002018,1.5341876,-0.051463272,1.1988761,1.7229687,-2.5103614,1.9351897,-2.4146526,-1.5586535,-1.884543,0.7994796,-0.13722742
Hs3st2,1.556631,3.0995514,-0.880815,-6.261675,0.9097909,-1.0365722,-2.9004407,0.07744175,-3.6584544,2.2177973,-0.77736163,-1.9755137,-1.3585536,-1.2948117,-4.6381407,-5.115532,-4.885332,-6.4101295,-0.0088970205,-1.1010447,-5.1574607,1.2260729,-0.009012659,-0.23617385,-4.907462,-1.0729344,-1.3606833,-2.8360724,-1.6433035,-3.7165027,-5.3375807,-3.8154871,-4.714189,-3.5720313
Htr1f,0.47698718,2.7845523,0.008724145,-2.0454566,2.1057384,-0.18442519,-0.1793608,-0.5838856,1.4194618,1.463084,-0.23170394,-1.0457371,-0.44621044,-1.2317542,-2.421237,-1.9708365,-3.1194968,-1.7162955,-0.68563414,-0.42366737,-1.8439418,0.7885401,-0.4154658,-0.14337139,-3.7870924,-0.4151186,-0.09014046,-2.248145,-1.267218,-2.4148314,-2.302477,0.78176105,-3.3212128,-2.7593293
Id2,1.292468,0.7507319,0.6986404,-1.4307048,-2.1498241,0.89487666,-1.2354153,-3.1779876,-5.230157,-1.2511772,-1.8698618,-2.7266536,-0.88186586,-1.4777541,-4.2939205,-4.7087407,-4.038772,-2.0790796,-1.781537,-1.8206197,-3.380712,-2.085296,-1.8684146,-2.4116397,-4.72656,-2.244526,-0.6915963,-5.955448,-1.3540986,2.7228224,-2.0056531,-1.106334,-1.5140576,0.016799727
Igf1,-2.4213195,-2.333809,1.78018,-4.5148096,-3.1086812,5.629227,2.1540325,1.5131078,-5.7267733,-4.062142,-2.5504887,-1.1783305,-0.7204913,-0.14639875,-26.872152,-0.7005117,-4.191365,2.516754,0.37243295,2.1073422,1.4314005,-3.5225992,-0.73622733,-0.23630662,-2.1939013,0.052119102,0.88852304,-6.9182644,-7.1614494,-4.4389114,-4.4510827,4.8357215,-2.620964,0.08856072
Igf2,-5.863486,-5.8391366,1.7612956,-4.556493,-4.505497,-5.6822004,-5.203558,-5.623719,-5.182593,-3.9965148,-5.781719,-5.4531703,-5.622576,-6.67179,-23.728115,-6.4394865,-5.6268096,-5.635121,-6.0900664,-5.44202,-6.0418324,-6.8782763,-5.70067,-5.392112,-3.6550276,-6.2139606,-4.9819293,-7.1324434,-3.8007405,-0.8593212,-3.1077724,-23.728455,8.0765915,0.27658498
Igfbp4,0.92272764,3.0648863,-3.8143194,-2.7275481,-3.1008956,0.021872032,1.7326915,1.1540217,-2.5800145,-1.9735215,-2.6309474,-3.024264,-2.963209,-2.7673948,-2.8754508,-3.2193298,-6.843631,-2.190682,-1.8889104,-2.4569082,-1.5491031,-3.0920908,-1.7767885,-2.6504736,-5.043985,-2.7566915,-1.9175323,-6.7548847,-7.096446,-2.1219609,-3.3098576,3.2038784,-0.6529482,0.3492204
Igfbp5,0.31047285,-0.4414153,-0.35931244,1.9967756,-1.317859,0.12451881,-1.5583397,-1.73899,-2.9031975,-0.62669986,0.30154398,0.61385643,0.40175748,0.5646826,0.044254802,1.6580503,0.066411704,2.4469333,0.71385974,-0.53809947,1.2869841,0.69163346,0.3252691,-0.39758688,-2.2315545,0.38856167,-0.08228569,-1.5135828,1.2987348,0.638939,-2.9791732,2.6793115,-1.987565,-3.3746502
Igfbp6,4.182019,0.31175673,-4.4828043,-1.9050413,0.048070267,-2.738515,-2.9589486,-5.7183204,-1.5579021,-3.773589,-2.879876,-6.603414,-1.2007835,-6.3485045,-6.5573297,-9.286761,-9.000628,-8.601866,-4.2939115,-4.608071,-8.525499,-8.981442,-2.657572,-5.3354936,-2.899092,-6.7466784,-5.854722,-6.305236,-8.458947,-4.9594707,-5.7252183,-4.4628596,-3.06378,-3.711484
Igsf21,0.4439189,2.1892989,0.16518746,-4.197184,-0.17178935,-2.531937,-1.7561677,-0.45532817,-1.2383366,-3.6469216,-0.9626572,-1.1865814,-0.22169413,-0.20407534,-6.228627,1.871976,-1.3696712,0.22000213,-0.33296895,0.49084342,-0.35822105,-1.6856359,-0.34444934,-0.41572252,2.470684,-0.850696,-0.5356286,0.27183592,1.7374039,-0.90903676,-0.77638584,-4.68977,-4.4420524,-3.9782946
Ikzf1,-7.383392,-7.2446265,-5.52462,-6.487002,-6.3525996,-6.8633094,-7.2373238,-6.4798617,-1.8690939,-5.7797194,-5.5844707,-3.141188,-5.596464,-4.9778376,-25.703526,-8.298104,-5.8004866,-6.716809,-5.8973236,-3.60073,-7.0708947,-5.238149,-5.2017217,-6.517635,-25.70364,-1.1548083,-2.950135,-8.329015,-7.588683,-4.1778274,-5.246403,-4.4230404,-4.017989,12.160373
Inpp4b,-1.7193743,-1.0639364,-1.2803037,0.3356,0.42321557,-1.952923,-1.444649,1.1783879,-0.12007891,-0.20509608,0.70817953,1.2085543,1.6063683,0.81000775,-4.0640116,-1.8644941,1.2796643,3.301717,1.8708571,1.8144088,1.0076538,-0.20142473,0.8170353,1.2873838,-2.8505435,1.267278,1.8127245,4.1007853,2.4933283,-2.1910567,-1.549908,-1.2091054,-0.011227784,2.815717
Kcnh5,1.7764864,-0.8613607,-2.8284214,-1.6114701,1.3863962,-2.996822,-1.5500011,-1.5076212,1.182873,0.4027229,0.2368014,-0.1876655,0.19876318,0.120881,0.3090169,-2.1386654,1.6909784,-0.05978345,0.845862,-0.48473427,0.5032367,0.569096,0.6283437,1.0558436,-4.263708,-0.29316202,0.053852223,-4.7531943,-4.2226143,-2.777959,-1.0796865,-3.3626587,-5.086099,-4.6868052
