names,01 IT-ET Glut,02 NP-CT-L6b Glut,03 OB-CR Glut,04 DG-IMN Glut,05 OB-IMN GABA,06 CTX-CGE GABA,07 CTX-MGE GABA,08 CNU-MGE GABA,09 CNU-LGE GABA,10 LSX GABA,11 CNU-HYa GABA,12 HY GABA,13 CNU-HYa Glut,14 HY Glut,15 HY Gnrh1 Glut,16 HY MM Glut,17 MH-LH Glut,18 TH Glut,19 MB Glut,20 MB GABA,21 MB Dopa,22 MB-HB Sero,23 P Glut,24 MY Glut,25 Pineal Glut,26 P GABA,27 MY GABA,28 CB GABA,29 CB Glut,30 Astro-Epen,31 OPC-Oligo,32 OEC,33 Vascular,34 Immune
Deptor,154.42061,103.45224,21.042908,-120.54927,-63.419033,25.213322,-35.64872,-2.8310993,27.088951,-29.125143,-29.756674,13.134248,27.43284,55.234158,-1.3152548,-33.099842,-29.605715,275.95728,56.13537,18.258965,24.072367,3.8524039,68.72788,39.315495,-7.5259323,20.199377,69.103386,-58.97772,-67.29618,-110.961586,-212.16527,-13.967335,-113.24803,-50.65107
Dkk3,884.01575,564.74396,0.017235372,-147.05891,-206.5186,-76.418655,-147.40239,-42.143044,-212.37546,-103.72791,-123.84099,-113.67811,-61.964783,-26.365942,-8.708124,-28.74555,-64.700096,-193.39545,-31.550425,-121.58609,23.655907,9.553726,-25.816748,-29.739828,-13.625211,-55.157627,-40.84883,-144.17923,-245.77098,9.966699,-483.19318,-16.555864,-205.59384,-179.29851
Dner,-161.28503,-288.58115,18.575562,-224.73277,-109.84751,407.84882,258.65936,123.09452,-97.62354,172.47853,216.10655,237.2756,169.2169,225.25475,16.11279,130.22737,74.77202,216.78767,239.62837,192.2223,49.56021,23.826054,132.43257,116.536964,-16.47186,145.2763,183.83955,208.38959,-271.84238,14.86507,-245.5109,-29.695852,-323.73282,-253.38022
Dpy19l1,263.1238,159.484,-18.133598,-181.37212,-147.78288,-216.14511,-205.38994,-13.876241,-94.56614,-36.821075,-29.547094,-67.99939,-15.569386,-71.32952,-6.7201624,-81.43749,-56.181637,-135.25768,-45.6683,-43.766876,-19.30449,-12.398155,-47.688206,-57.63959,-15.72372,-25.033226,-16.849504,-27.275732,-268.43256,-345.94327,751.32153,-19.541002,-168.71399,-96.15431
Dpyd,-120.10208,-131.44589,-23.498444,180.63017,-165.2199,-176.80914,-175.45131,11.387878,39.583645,-12.099337,225.15044,41.48735,142.39178,157.50703,5.9460764,-52.99092,-5.2190676,-125.64516,72.48562,-48.88842,42.92711,40.425514,74.5172,47.267147,-12.149842,-15.449159,6.7407455,-117.92445,-207.43987,106.03498,466.65228,14.042569,-175.80646,-159.6538
Ebf3,-102.082985,-48.396217,66.32342,-24.312883,-27.593401,-30.608522,-29.585236,-10.911335,-28.693731,-13.749389,-22.18262,-19.32096,6.3437276,104.20252,22.22893,-6.4452624,14.23626,-26.482193,311.9209,33.64907,94.11125,0.22510554,118.74694,152.22328,-1.5087283,100.33651,147.5845,-15.997146,-27.13732,-42.181973,-46.79661,-2.7936528,-18.16658,76.76985
Emcn,-36.601444,-27.145777,-3.1849265,0.6227527,-16.19808,-19.327877,-17.015234,-5.8826365,0.7782759,-3.7191353,-11.306962,-13.189924,-6.1415663,-11.132155,-0.7897551,-5.4925594,-5.255651,-17.026821,-11.917748,-12.230471,-0.8247413,-1.2086992,-3.6089468,-4.170352,-1.2065078,-4.664608,-4.1777773,-9.1964035,-16.121063,-25.800707,-39.588108,-1.6664766,407.89423,-15.004777
Epha4,1072.8068,-85.319756,-59.202393,347.85916,-115.43721,-178.02112,-245.99007,-23.697746,73.458206,82.54383,-63.338207,-60.690704,-61.3795,-70.728806,-13.265504,6.289484,-85.24191,291.61942,-47.77081,-22.216259,-20.545454,-34.93245,-29.643688,-47.411037,-18.874174,22.53871,-40.608963,-207.22241,-368.2604,-323.75098,-503.30627,-32.40843,-138.30913,-281.7546
Eya4,-100.83251,-13.900946,3.7807434,-26.716259,-4.4787407,-19.668875,245.45148,-4.1104174,-19.622763,-8.177382,-5.063311,-13.247271,-12.741411,-15.607298,-1.4511867,17.646658,-10.121687,-34.728077,-28.895823,-23.744682,-5.658942,-4.518809,-6.849895,1.8279426,0.6331875,-6.465532,13.652571,-18.89982,-29.92299,147.72188,-8.759636,-3.3853672,-35.008945,106.68876
Fezf2,125.40932,527.2616,-10.422208,-47.7438,-58.432125,-60.05358,-55.20612,-24.102367,-61.383354,-26.950369,-50.003952,-53.148094,-19.463654,-26.26316,-2.5009239,-20.625738,-18.804459,-62.311028,-63.718616,-52.31233,-11.85008,-8.988818,-28.758764,-29.681597,-3.9146652,-25.493208,-33.093983,-40.97014,-69.04047,2.4872513,-139.47546,-6.0323663,-64.93212,-52.133636
Fgd5,-103.73291,-52.62327,-6.0453267,-27.635729,-25.396488,12.099437,0.4797221,16.008057,-16.447208,135.03168,43.35956,47.69768,5.2469215,64.349976,1.2000997,-3.6839905,10.085262,-22.754549,24.30693,45.25078,36.70304,78.92477,34.516827,41.569523,-2.2224848,45.113003,37.97772,-20.368296,-20.598778,-51.50081,-71.83654,-3.073577,330.79553,-28.15802
Fhod3,709.2432,31.46969,-0.9675106,-218.04138,-66.41725,-132.9255,-16.648691,49.834312,-197.2523,71.65047,24.883747,71.7604,22.551373,94.662926,-4.483909,42.364677,25.647459,173.8282,200.86516,133.25201,22.195276,27.399456,81.229034,107.07879,19.327272,53.4736,61.214066,-10.849551,-112.68597,-348.3895,-501.5506,-14.508676,-282.09335,-230.10297
Fibcd1,24.089264,-50.935455,-1.9174668,55.790104,-11.234092,-4.0195026,61.969223,14.266794,35.545456,55.507545,-0.89479595,3.4566305,0.60216725,7.295855,-1.0838484,2.4808712,80.60982,1.9707996,49.41985,87.577324,0.81228733,4.909834,21.656843,8.493474,-1.7595026,-1.3550259,-4.510018,-21.63156,-35.410034,-48.03069,-65.10897,-2.3916137,-32.11546,-25.435562
Fign,-278.03262,-176.11613,-24.131945,-109.52404,-123.677216,-126.69422,-108.53082,-35.93041,-20.840204,-27.925938,114.88382,22.924881,25.39898,5.0137706,-5.01982,27.015467,20.620014,290.79813,99.169174,18.329943,-17.060352,-1.6075232,23.365261,64.65209,-6.918009,60.796906,44.550835,-44.20606,-142.3246,-171.99414,765.4404,25.342789,-104.35834,-114.58168
Fmod,-0.11190053,2.0270174,-0.45389858,-2.3271065,-2.6880634,-3.022727,-2.7077188,-0.97711337,1.5658436,-0.68274635,-1.3111448,-2.1366906,0.7673984,-1.8187777,-0.12091346,-0.9973673,-0.84250677,-2.773115,0.73076326,-2.0322435,-0.3635043,-0.26085764,-0.6832802,-0.75902206,-0.19642197,-1.0499862,-0.14780937,-1.9165412,-3.0682514,1.3966476,-5.903874,0.11751472,29.974737,-1.643615
Fn1,-35.175484,-26.235636,-3.1594226,-16.95152,14.802827,-20.523026,-18.318676,-0.58201736,-17.575106,-7.5745435,-15.334594,-11.711445,-9.177259,-12.094819,-0.53768617,-6.244862,-6.0435433,-17.577589,-12.266821,-13.090622,-2.4492302,-1.3883828,-2.8204613,-3.2961118,-1.2370901,-0.729574,-7.0117083,-13.443819,-22.457048,-19.781355,-24.730885,-0.77560633,385.29333,-13.668578
Fos,244.71515,44.14373,8.335462,-117.952614,-4.997899,25.031538,6.409439,0.48357728,-43.768818,-5.9588804,-37.55156,-17.390572,-26.351677,-27.831306,1.5570998,-16.78459,-22.446547,53.325394,-27.204458,-7.5435224,-4.553295,3.6715043,9.702287,-13.083914,18.585157,-15.561121,-20.299368,-8.676177,-51.433716,-150.8887,-275.13583,7.668275,120.02964,251.57962
Foxp2,-348.83755,641.5499,-16.84235,-103.514046,-69.12295,-126.34242,-113.15583,-26.113169,422.66086,-3.1653967,53.194637,-20.22026,3.7036116,48.29094,-3.8182242,-40.823082,71.00626,406.62848,207.40308,149.68553,86.29693,-7.5285783,-8.980232,-37.63613,-6.0282397,22.336086,-2.8871891,-81.12602,-136.09204,-145.45404,-146.7652,23.982872,-76.5238,-101.62805
Gad1,-490.18207,-233.93735,-20.09299,55.300167,450.88245,554.39703,473.94666,189.75252,366.51932,234.96346,322.4502,343.4976,-55.90332,-70.65001,13.892307,-54.876835,-51.86244,-158.21791,-135.71115,379.07217,-25.857208,-3.544643,-65.32095,-63.312775,-10.335397,171.46556,234.07066,331.11353,-152.77968,-230.51643,-232.71312,-6.160877,-151.83382,-112.885704
Gad2,-481.1095,-232.28453,-18.42127,-125.04929,268.773,520.8248,475.08972,189.02463,417.86365,246.15672,404.5132,409.61942,0.7150769,-8.088748,11.73542,-48.107876,-38.760273,-138.55981,-87.81609,425.24164,8.748796,5.129325,21.03873,-30.241796,-8.837341,203.22958,257.034,254.46407,-167.87152,-218.31792,-274.35052,-13.017164,-149.6352,-113.92833
Gadd45a,-34.951088,414.46912,-13.842959,-50.93859,-58.939224,-55.40498,-12.782825,-2.1416724,-24.52356,-17.702507,-25.31358,0.34007752,-14.093164,9.642909,-1.0326583,3.7561784,-16.342932,6.3789067,3.4771912,-6.735611,18.454515,13.89931,9.106597,19.934908,-2.2659874,-0.34112126,17.738619,62.994923,-64.406166,-106.60936,-45.705235,1.6763757,-17.928963,-58.617603
Galnt14,278.3757,-17.429949,-9.809266,62.670948,-127.133224,259.99695,89.49264,96.159775,48.72258,-74.675575,-5.213254,19.480219,16.328394,17.902287,-6.174858,-34.96792,36.61229,195.67267,164.42026,78.58352,-8.415028,-14.035137,14.122726,69.71136,-9.604349,23.374237,56.358986,-51.280952,-155.04688,-256.2291,-337.42563,-15.578171,-166.8179,-137.45627
Garnl3,278.62625,744.4716,-1.6390362,-223.73611,-280.15225,95.21159,162.9675,61.015106,-112.47093,45.923244,64.85295,75.18214,27.072767,82.5824,-6.4506555,-23.923973,-17.022951,-21.339542,172.53708,140.96918,26.805819,50.658146,77.02551,79.48948,20.484655,24.617504,77.14149,-169.92615,-26.81676,-415.18427,-559.78815,-29.05994,-293.152,-6.308976
Gfap,-61.959354,-31.55272,-1.7987788,-10.3462305,-15.193586,-19.578913,-17.796585,-6.9713206,-17.773113,-4.5054274,-12.862051,-16.392994,-9.239888,-13.074169,-0.7268786,-5.5974727,-5.7685857,-19.454758,-15.792023,-12.979002,-2.4967566,-2.3092496,-6.2697997,-7.183228,-1.3792936,-7.1608415,-8.518902,-12.732693,-17.108871,276.66382,-0.12574588,5.232154,-3.0579417,-2.1515932
Gfra2,630.8677,251.39708,-28.096302,17.124975,-45.20014,-193.1934,-62.516056,-28.98811,-123.59434,106.84025,37.36759,96.05663,-38.76094,20.324177,-8.01177,-64.52839,-37.16289,-133.01521,88.02699,125.27215,-4.9410853,-11.154909,20.810198,10.912443,-12.579122,51.184166,17.077267,-53.385136,-222.5281,-319.94498,-388.58896,-19.10796,-121.77016,-167.65793
Gjb2,-28.801826,-13.652637,-1.6431713,-6.9970055,-7.794434,-8.899989,-8.283055,-3.1600516,-7.8980346,-4.0616693,-6.5901966,-7.121914,-4.9324136,-6.114656,-0.33368042,-2.804577,-2.162626,-7.529854,-7.994093,-6.678623,-1.5060562,-1.1304802,-3.6386163,-3.7859466,-0.54205847,-3.1994193,-4.1981516,-5.4042993,-9.002796,124.22361,-9.708753,28.292698,27.88762,-6.0650496
Gjc3,-303.95255,-143.65466,-16.732718,-72.85003,-82.81116,-94.33583,-86.50213,-30.992064,-81.071396,-40.460865,-65.68483,-70.09462,-50.224987,-58.92057,-3.008208,-27.24992,-23.75093,-73.758804,-75.18632,-61.18967,-10.300566,-8.8928175,-27.91248,-28.945719,-5.0800834,-23.812525,-32.058155,-55.95414,-90.84313,-61.868275,1142.1221,17.212923,-76.90822,-66.165016
Gli3,-166.17735,-82.23599,-9.738089,-39.88088,-40.15517,-51.50314,-49.78256,-18.335747,107.53797,-21.376163,-34.01175,-41.01164,-23.99707,-35.05081,-1.4877589,-17.011477,-14.981066,-34.6753,14.210307,-8.993547,-8.792695,-6.431699,-19.147478,-18.306744,-3.1362002,-12.394031,-23.47792,-32.61281,-55.814053,753.3549,-106.36738,-2.3568254,-9.547443,-40.858997
Gm19410,238.71536,88.28469,-7.9037595,-39.963486,-45.887527,-48.111774,-10.565573,-18.040436,68.70257,-13.525046,0.20413317,-37.14413,-13.457443,-29.163448,-1.8735983,36.608643,-14.083454,-38.97001,-44.716988,17.860546,-8.737178,-6.061922,-15.587177,-21.441032,-2.9161377,0.37029266,-23.950768,-32.15647,-53.578697,-80.08808,-110.65974,-4.8491893,-52.078438,-42.215595
Gm2115,-10.962705,-31.381897,-7.4208336,-12.47632,-42.418446,7.680145,-14.639544,-8.292341,-20.472933,19.851002,-23.596626,8.560462,-21.597021,-19.159756,-1.7572584,-6.002595,11.944204,-39.533607,-23.967094,-2.5747344,-1.2184256,-4.305772,37.18133,27.592056,-2.968221,1.3973829,28.363613,-27.919106,-49.524708,213.84036,11.040211,-2.1960206,-42.971058,-35.026978
Gng12,-396.99414,467.49878,-32.16335,-109.26987,-217.3541,-167.54515,-108.96028,-54.62528,-134.80234,-79.00384,-134.90959,-131.30156,-94.47414,-105.46269,-6.701246,-41.225,-66.051445,-83.69769,-156.19789,-122.59327,-20.954653,2.3224819,-64.95359,-48.43423,-4.859884,-56.56508,-33.07821,18.620766,-232.36693,355.8218,759.8037,-0.67594105,57.204994,25.476488
Gpr17,-84.14479,-40.577564,-4.4142566,-21.007362,-23.625898,-26.499891,-23.405577,-8.001078,-21.67023,-10.255178,-17.202065,-19.789665,-13.560148,-16.838736,-1.0630765,-7.931401,-7.061922,-19.808147,-22.752584,-18.74629,-2.2657664,-1.9479946,-9.411079,-9.866708,-1.7269506,-8.328542,-11.441607,-17.10396,-28.104017,-29.395443,329.8376,-1.7355518,-19.490623,-15.921206
Grik3,-135.43791,707.5899,-38.565563,-22.895678,99.338425,-156.62741,188.2878,100.33985,79.48902,125.57576,175.61536,150.21553,-39.011253,-33.178024,-7.194548,4.1688633,-17.661938,8.173212,68.8943,-22.753849,51.364483,-9.115113,56.080624,-26.180368,0.06747299,24.100958,129.13011,301.14838,-221.42467,-325.1763,-231.96944,37.170845,-220.57773,-176.53194
Gsg1l,372.36615,276.76562,-27.291264,-30.341465,-137.37965,-94.8279,-108.595375,5.827802,261.4822,-11.317676,34.23608,-32.7725,38.75383,10.8306055,16.418953,78.028824,-44.634323,-16.29031,53.93679,27.861229,32.098644,12.609151,78.93441,76.75845,-10.41907,16.30889,100.43644,-115.544,-74.03823,-245.29286,-323.1138,1.3528876,-194.45767,-157.98563
Gucy1a1,367.93954,-211.5341,-7.3844724,-102.32247,3.5576591,-95.77471,22.697392,59.46695,331.70322,-7.3177786,24.18,49.311275,86.56158,26.057201,-3.0835083,20.224154,103.97776,-119.64148,58.905964,113.13215,-9.153911,28.630604,63.98769,13.093762,5.401549,75.8208,105.45481,-105.50072,-185.23175,-128.4442,-273.84357,2.1751325,12.0335,-159.23215
Hapln1,-138.48917,-54.943394,4.4904165,-32.229946,-34.903942,254.34496,73.92741,13.004432,-30.530903,-15.7637615,-19.272242,-12.527794,-14.879027,-22.13122,-1.7204125,-12.598637,-11.127621,-35.97596,4.7715454,16.35696,14.66524,-3.129784,4.1065836,4.1501427,-2.9030192,-3.1061275,-6.4174423,-19.600172,-38.370934,315.63953,-55.78692,4.389978,-32.077255,-27.651762
Hat1,-61.61661,-31.735348,3.6009254,-37.985252,5.0365505,-0.41575542,10.783471,15.072702,33.51279,11.82343,33.139774,19.568785,17.091002,15.376963,2.2708116,14.423482,2.361579,13.05136,52.232666,36.007893,19.12422,9.485453,44.916836,41.575493,1.3803321,32.92233,53.577103,28.417679,-3.7582583,-32.55615,6.5141687,-1.6090306,-36.15767,-12.076384
Hpcal1,104.30087,-120.38782,-15.192837,-30.800896,-157.28612,-49.687897,-133.45566,11.367352,-42.206017,29.72497,192.53978,154.16498,154.05804,181.49197,12.36503,39.666603,31.26715,-139.55235,164.11478,65.22115,61.150978,47.17328,147.27419,118.02358,-3.54361,96.39037,149.87094,-80.208954,241.08498,-227.47057,-238.0771,-11.552396,72.82729,-42.320255
Hs3st2,435.65973,596.88153,-11.034356,-128.40509,83.56254,-44.627106,-119.62029,17.737598,-127.11994,157.7577,-19.368963,-85.92682,-37.955444,-52.319675,-5.734409,-49.209526,-42.674274,-149.05414,35.809265,-28.601006,-26.932049,24.183558,17.030685,8.599316,-9.690905,-11.239727,-27.843912,-75.17308,-125.4039,-230.58623,-339.97845,-13.537257,-159.96541,-125.066216
Htr1f,191.43094,604.0385,-1.1208558,-118.52118,206.83917,-22.562056,11.746866,2.925673,190.83034,106.57,3.432161,-66.02663,-8.528125,-57.4103,-5.175772,-36.594112,-44.18654,-102.937744,-24.09781,-7.6222825,-9.973145,24.335604,8.403644,23.385332,-12.314581,9.3357525,32.059265,-73.74917,-104.4841,-255.58176,-323.37955,7.7117224,-192.6043,-151.43057
Id2,540.26886,215.36612,16.440968,-120.48691,-192.63673,136.15883,-143.7856,-82.09021,-256.26764,-49.159378,-124.589035,-174.3833,-39.143776,-91.08633,-9.790629,-85.004555,-71.77146,-148.1244,-127.393684,-116.41359,-35.254993,-18.20956,-54.232933,-75.95958,-16.9723,-58.48145,-7.82377,-175.52971,-150.72446,617.9538,-387.74704,-11.482,-157.37325,-40.42955
Igf1,-146.75189,-63.341003,19.037148,-51.115578,-52.80688,555.0623,214.97913,62.291683,-60.372368,-28.734962,-35.48184,-22.158497,-9.159011,2.6162162,-2.55238,0.040614273,-17.124565,281.7857,46.54599,144.54445,35.742577,-6.989613,-0.15051448,5.434064,-3.35023,9.437235,39.62059,-41.06113,-69.926765,-100.406624,-137.59111,42.863518,-56.919277,-19.390455
Igf2,-15.717951,-7.622548,3.8646228,-3.7248058,-4.336656,-4.892266,-4.392014,-1.7508488,-4.3029604,-1.9152972,-3.710498,-4.060517,-2.8207374,-3.5814173,-0.1985272,-1.5831608,-1.3434181,-4.4988933,-4.6652684,-3.7803345,-0.759091,-0.6443383,-2.058684,-2.1264741,-0.24583773,-1.8429797,-2.3006914,-3.1839626,-4.786561,-3.2920215,-8.747689,-0.48336712,123.02326,2.5458825
Igfbp4,201.62675,445.14194,-18.736502,-70.609146,-84.64778,4.668131,193.34705,28.986538,-63.1662,-35.496082,-58.047348,-71.4533,-51.94209,-56.88674,-2.9534326,-26.262428,-30.030113,-61.853214,-47.98338,-54.147495,-4.33894,-10.26707,-18.087858,-31.224865,-6.3970766,-26.252413,-22.706242,-65.578606,-111.73587,-123.70153,-196.78703,33.305115,-45.418713,-11.348873
Igfbp5,149.36197,-46.8302,-13.056253,210.43553,-113.93944,6.106765,-117.15312,-37.420677,-146.35687,-14.029437,72.27107,68.13784,55.516327,78.89604,2.961653,99.19662,10.892983,356.3562,142.12733,-14.727623,52.972343,23.399979,54.19117,7.6789713,-11.100342,40.97563,20.453367,-61.535534,139.00467,43.877514,-380.21045,27.033766,-168.50674,-160.9311
Igfbp6,876.8042,58.670364,-24.120771,-76.71319,4.532195,-105.9882,-98.72437,-48.335953,-28.061367,-55.479782,-76.687904,-110.36418,-29.840525,-94.34638,-4.9164186,-43.33976,-38.231018,-126.82275,-116.44612,-98.642845,-23.999765,-18.278446,-42.64473,-57.12122,-7.436536,-50.959343,-65.22768,-82.17253,-141.0363,-204.40291,-285.42996,-11.7585535,-123.118614,-105.2232
Igsf21,147.6509,481.25516,-0.023008453,-161.17891,-41.34126,-162.53908,-114.60059,3.2732162,-53.953457,-89.150764,-42.79658,-75.69352,4.0438085,3.6913438,-7.918886,109.18697,-24.284739,76.69832,12.285451,86.64003,6.3367743,-11.538345,10.732904,1.6764882,16.593954,-9.254915,3.2226784,54.473484,248.90718,-152.55899,-181.7929,-18.928282,-211.38318,-170.64024
Ikzf1,-49.331757,-23.556973,-2.7397544,-11.800226,-13.509824,-15.181679,-14.228248,-5.257249,8.308152,-6.6537642,-10.2165165,-9.066065,-8.176175,-9.969051,-0.58258575,-4.8319426,-3.9391909,-13.754737,-13.345337,-9.368687,-2.4822106,-1.7187074,-5.586985,-6.516023,-0.9464011,1.7210331,-4.770949,-9.394966,-15.888284,-21.105007,-30.744686,-1.2668723,-13.644053,482.22147
Inpp4b,-407.60193,-140.87978,-22.142046,54.69687,61.202827,-158.03336,-115.53675,77.9434,7.596748,2.904816,99.72474,155.3025,153.77954,102.09384,-8.41455,-47.29474,65.70466,474.18738,295.82443,232.372,39.05439,7.554741,67.81932,97.878334,-13.602392,87.87295,153.27228,364.9297,384.77835,-279.11734,-295.2562,-9.737523,-40.28368,343.85648
Kcnh5,456.37094,-86.78938,-30.224054,-97.41295,135.74968,-170.40271,-88.496445,-26.040249,204.09096,50.750286,61.53134,3.5021744,41.27255,35.23534,4.0867295,-42.991955,89.94037,69.59017,149.09714,-3.3019817,17.47572,11.377732,68.451744,93.985176,-11.915247,15.446347,30.810566,-118.92645,-200.13028,-267.25845,-198.724,-16.617111,-204.68901,-166.11559
Kcnmb2,-233.80585,-134.04446,17.141436,-58.520123,-41.142963,431.99167,511.55734,92.102135,-88.995186,5.145712,15.070666,121.17588,5.9036202,38.574352,21.091816,-28.542997,41.54203,150.8082,164.2129,242.77534,13.318225,5.827769,94.95026,45.640396,-5.872175,60.468132,143.95184,-56.428764,-11.720696,-155.39006,-194.21947,-9.056291,-100.11455,-81.60522
Kctd12,-26.284761,-126.45502,-18.924591,154.50644,-116.54759,99.39788,34.836613,55.610313,156.41333,111.31936,46.920956,-10.146573,20.998432,-20.83346,-0.5232946,-47.692623,12.59268,119.143616,78.39964,36.539967,-6.4616904,-10.587074,31.034735,25.419806,9.075587,39.30753,-6.621485,-97.341805,-59.26955,-138.58646,-311.19324,55.868225,122.84342,493.25336
Kctd8,-320.46283,-119.7186,34.26173,-127.40961,-82.43808,-102.338486,292.78036,96.28416,169.6892,-34.058315,115.33743,155.01753,68.97864,56.667908,21.364143,-0.92121446,145.0139,-25.278772,241.28761,200.6828,1.6952388,43.2232,98.207466,117.03474,-4.984637,114.63268,175.39398,291.6183,534.66235,-217.2285,-144.68036,-14.858086,-165.39044,-135.1094
Kdr,-63.62867,-24.483416,-3.7515433,-10.585216,-18.416992,-20.286036,-18.47321,-4.0958943,-16.156664,-9.195232,-1.3293589,-16.574253,-2.6871543,-8.9051485,2.121856,-4.8307385,-5.7266893,-7.9091253,-11.805221,-12.493323,-2.8744528,-2.3846087,-3.7044196,-8.1274805,-0.9248544,-6.4080634,-6.7307277,-12.240376,-21.299967,-28.278261,46.3372,-0.94459325,324.5033,0.29831487
Lamp5,651.3789,14.852965,-26.81342,-78.659424,-52.849297,128.27252,-69.72144,-48.358994,173.91183,-17.265137,18.991198,-89.72732,-25.55047,-72.596725,-5.375183,-47.61118,-41.254917,-132.58336,-91.39113,-92.5544,-20.7823,-16.616144,7.4411955,1.1276641,-8.341204,-12.57052,165.2956,-83.51802,-153.6502,-221.93393,-305.0201,-13.005009,-143.1033,-113.1848
Laptm5,-51.825993,-25.839842,-2.710183,-12.622423,-15.246701,-16.35413,-14.154989,-4.8322716,-13.969746,-5.24043,-11.728356,-14.053157,-8.872436,-12.005899,-0.6894431,-5.6384573,-4.8585916,-11.588156,-16.263012,-13.381546,-2.1172857,-0.67678803,-5.4267397,-7.3733716,-0.96907735,-6.388957,-8.657553,-11.022471,-18.3663,-15.110307,-28.516752,-1.3252426,-0.63486093,514.3603
Ly6a,-46.48817,-22.602177,-2.225997,-11.352713,-13.525916,-14.835922,-13.392713,-5.212435,-12.252774,-5.636064,-11.134827,-12.378525,-8.527102,-10.697032,-0.59790355,-4.9474072,-4.2181625,-13.611796,-13.504444,-11.270883,-1.6271504,-0.5817921,-5.0376196,-6.1485476,-0.9712847,-4.3682127,-7.2844353,-9.5709305,-15.270302,-14.3570175,-25.2871,-1.1520536,382.78577,-2.5691226
Lypd6,-161.15852,-101.909424,-16.851648,-68.47018,-84.807014,-67.32202,316.91364,130.38979,-77.359184,-24.993229,23.398823,39.79692,-1.5927209,-4.7923265,1.3823152,-29.446165,-21.4066,18.11461,53.695534,127.75101,-6.405306,38.43731,8.091788,-9.890055,24.088083,1.8848479,-11.9046545,169.51096,-95.2912,139.32698,97.70421,-3.2041185,-76.564575,-43.43635
Lyz2,-15.671342,-8.123589,-0.95613414,-4.215954,-4.5614643,-5.0138845,-1.135032,-1.5514331,-4.4475994,-2.0410342,-3.2560878,-3.6410315,-2.587592,-2.3488162,-0.21629134,-1.5576417,-1.195276,-4.3979664,-4.017427,-3.5524828,0.308859,-0.39667445,-1.5684425,-1.8110244,-0.35136178,-1.4002098,-1.5433525,-3.391401,-5.436958,-5.4602513,-9.791627,-0.475313,-3.349674,157.46086
Mapk4,599.2608,-291.75845,-8.609099,-23.085594,144.7179,-113.87687,-207.98268,-38.71929,184.04883,16.7821,-3.293763,-121.36497,-1.3860817,-76.920815,8.9601345,-21.894424,30.921377,-34.77514,-93.19024,-150.9001,-39.236298,5.008641,-24.387108,-2.6637404,-17.7436,-24.795963,-49.384186,160.7328,-184.73383,710.50146,-549.1209,33.76425,-278.49365,-241.30876
Mdga1,78.30926,2.8789964,5.8957624,25.059345,-23.206337,-91.231926,-82.894035,11.472158,77.33979,7.9332943,-1.3137791,5.383676,72.3683,105.351845,3.621295,45.569206,63.723015,-54.875935,138.43965,59.96652,2.462058,5.067214,117.402,56.379723,-4.353698,29.089046,24.261963,-48.228065,33.097164,-44.728077,-150.02379,-7.3322663,-81.86193,-70.07941
Mecom,-54.005547,-26.75811,-2.9282339,-13.555594,-15.509459,-16.952768,-15.731514,-5.6410017,-14.700359,-5.70279,-12.305337,-13.550378,-9.044929,-11.203357,-0.12197821,-5.4636817,-4.765485,-15.2748785,-13.390927,4.0239673,-2.199601,-1.1771873,-4.3699484,4.670445,-1.1150078,-3.4725685,-0.22025056,-10.22887,-16.720753,17.200705,-30.367844,-1.7853836,374.948,-12.777199
Meis2,87.48603,353.13013,-35.836674,-197.63777,545.4123,-250.88464,-234.90904,-71.996864,463.7272,117.85812,60.545403,-80.128654,19.9526,-182.86531,-8.561478,-84.28811,-75.08365,-245.24188,40.05441,-11.201131,-44.55444,-21.476717,13.410079,63.15208,-15.583697,-10.068677,69.24186,-147.32742,-272.23257,295.13257,-195.74855,-7.079417,-243.12384,-193.74525
Myl4,124.01514,426.41714,-9.914673,-38.56964,-54.60936,-45.432766,-34.548534,-14.108954,-50.328808,-21.478428,-29.159204,-37.047554,-20.488962,-22.762388,-1.2799499,-15.410637,-12.019175,-36.93452,-35.12383,-37.2227,-0.46770212,-1.5971762,-12.002666,-15.082436,-0.8160422,-15.083136,-18.320408,-37.20167,-64.799,-80.12069,-120.39337,-4.932397,-26.843714,-45.454655
Myo16,312.95642,-225.91779,2.4050536,-175.28174,390.51132,75.60622,215.5798,57.384174,145.48497,48.735607,98.339,53.508926,29.315708,0.7284085,-6.106566,-58.461014,23.806139,-121.05526,104.05317,67.8357,-6.3339777,-1.6219131,37.96393,17.978746,-14.257234,49.25043,20.868967,339.14288,-226.5355,-234.29842,-293.06348,-14.87884,-239.35735,-193.86145
Ndst3,280.10724,57.96891,17.525068,-127.28819,-161.09512,-37.181007,62.0205,-21.210936,-81.03379,-3.0069087,77.13353,27.148232,109.51211,29.378246,15.497121,-69.02803,-9.297064,39.01028,140.36801,150.49857,33.4073,18.955334,51.002964,66.87721,-14.352702,62.76502,22.87813,-13.056328,565.56744,-290.23758,-471.4546,-21.716858,-79.32022,-194.0454
Ndst4,-36.92099,-126.371506,32.39295,152.50407,-61.13021,-8.840773,-55.469357,118.471245,-53.18765,36.926773,87.902145,74.5949,120.40357,119.47182,-2.7500842,9.537957,29.007982,-40.995384,202.0443,125.65103,31.09422,16.545048,146.02406,126.06405,-5.026344,116.75775,59.3075,-46.42292,-81.52743,-122.1115,-36.102947,-7.4175425,-80.16564,-65.45104
